                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.2686,                 1.2331,                 1.1346,                0.52059,                0.41672,                0.42014,                 0.2626,                 1.4194,                 1.6796,                 1.2803,              0.0071884,              0.0071884,              0.0071884
                    145,                 1.2583,                 1.2301,                 1.1298,                0.52064,                0.41997,                0.41964,                0.26265,                 1.4228,                 1.6839,                 1.2825,              0.0071686,              0.0071686,              0.0071686
                    146,                 1.2664,                 1.2321,                 1.1269,                0.49857,                0.42922,                0.42071,                0.26339,                 1.4261,                 1.6815,                 1.2858,              0.0071488,              0.0071488,              0.0071488
                    147,                 1.2658,                 1.2276,                 1.1283,                0.50145,                0.42548,                0.41977,                0.26303,                 1.4302,                 1.6855,                 1.2877,               0.007129,               0.007129,               0.007129
                    148,                 1.2739,                 1.2264,                 1.1305,                0.50644,                 0.4243,                0.42021,                0.26417,                  1.428,                 1.6834,                 1.2868,              0.0071092,              0.0071092,              0.0071092
                    149,                 1.2611,                 1.2196,                 1.1317,                 0.5084,                0.42371,                0.42025,                0.26423,                 1.4272,                 1.6814,                 1.2877,              0.0070894,              0.0070894,              0.0070894
                    150,                 1.2563,                 1.2057,                 1.1196,                 0.5077,                0.42401,                0.41979,                0.26414,                 1.4254,                 1.6798,                 1.2869,              0.0070696,              0.0070696,              0.0070696
                    151,                 1.2617,                 1.2133,                 1.1236,                0.50807,                0.42511,                 0.4195,                  0.264,                  1.424,                 1.6771,                 1.2845,              0.0070498,              0.0070498,              0.0070498
                    152,                 1.2565,                 1.2143,                 1.1229,                0.50347,                0.42457,                0.41998,                0.26426,                 1.4232,                 1.6754,                 1.2845,                0.00703,                0.00703,                0.00703
                    153,                 1.2527,                 1.1997,                   1.12,                0.50141,                0.42548,                0.42039,                0.26395,                  1.423,                 1.6758,                 1.2827,              0.0070102,              0.0070102,              0.0070102
                    154,                 1.2506,                 1.1928,                 1.1196,                0.51078,                0.42474,                0.42122,                0.26467,                 1.4224,                 1.6755,                  1.282,              0.0069904,              0.0069904,              0.0069904
                    155,                 1.2477,                 1.1976,                 1.1193,                0.51308,                 0.4253,                0.42192,                 0.2645,                 1.4201,                 1.6771,                 1.2797,              0.0069706,              0.0069706,              0.0069706
                    156,                 1.2501,                 1.1938,                 1.1215,                0.50954,                 0.4268,                0.42169,                  0.265,                 1.4218,                 1.6737,                 1.2814,              0.0069508,              0.0069508,              0.0069508
                    157,                 1.2455,                 1.1889,                 1.1162,                0.50971,                0.42857,                0.42217,                0.26493,                 1.4209,                 1.6712,                 1.2812,               0.006931,               0.006931,               0.006931
                    158,                 1.2351,                 1.1803,                 1.1189,                0.50253,                0.43382,                0.42251,                0.26505,                 1.4228,                 1.6663,                 1.2833,              0.0069112,              0.0069112,              0.0069112
                    159,                 1.2371,                 1.1742,                 1.1136,                0.50532,                0.43549,                0.42305,                  0.265,                 1.4222,                 1.6646,                 1.2823,              0.0068914,              0.0068914,              0.0068914
                    160,                 1.2321,                 1.1704,                 1.1087,                 0.5041,                 0.4337,                0.42298,                0.26386,                 1.4221,                 1.6637,                  1.282,              0.0068716,              0.0068716,              0.0068716
                    161,                 1.2417,                 1.1717,                 1.1117,                0.50253,                0.43311,                0.42304,                  0.265,                 1.4217,                  1.665,                 1.2815,              0.0068518,              0.0068518,              0.0068518
                    162,                 1.2457,                 1.1815,                 1.1137,                0.49788,                0.43417,                0.42415,                0.26528,                 1.4201,                 1.6638,                 1.2802,               0.006832,               0.006832,               0.006832
                    163,                 1.2367,                 1.1691,                 1.1059,                0.50904,                 0.4276,                0.42427,                0.26489,                 1.4202,                 1.6631,                 1.2803,              0.0068122,              0.0068122,              0.0068122
                    164,                 1.2383,                 1.1626,                 1.1117,                0.50736,                0.43036,                 0.4245,                0.26514,                 1.4222,                 1.6635,                  1.281,              0.0067924,              0.0067924,              0.0067924
                    165,                 1.2335,                 1.1613,                 1.1075,                0.50863,                0.43006,                0.42415,                0.26494,                 1.4208,                 1.6655,                 1.2796,              0.0067726,              0.0067726,              0.0067726
                    166,                  1.243,                 1.1617,                 1.1072,                0.51355,                0.42169,                0.42381,                0.26471,                 1.4229,                 1.6681,                 1.2808,              0.0067528,              0.0067528,              0.0067528
                    167,                 1.2413,                 1.1581,                 1.1126,                0.51061,                 0.4256,                0.42377,                0.26476,                 1.4244,                 1.6689,                 1.2818,               0.006733,               0.006733,               0.006733
                    168,                 1.2271,                 1.1501,                 1.1045,                0.51615,                0.42387,                0.42271,                0.26453,                 1.4253,                 1.6697,                 1.2819,              0.0067132,              0.0067132,              0.0067132
                    169,                 1.2311,                 1.1519,                 1.1103,                0.52272,                0.42003,                0.42351,                0.26451,                  1.427,                 1.6686,                 1.2829,              0.0066934,              0.0066934,              0.0066934
                    170,                 1.2346,                 1.1543,                 1.1044,                0.52541,                0.42123,                0.42471,                0.26452,                 1.4292,                 1.6653,                 1.2857,              0.0066736,              0.0066736,              0.0066736
                    171,                  1.222,                 1.1447,                 1.1029,                0.52385,                0.42126,                0.42531,                0.26523,                 1.4263,                 1.6663,                 1.2832,              0.0066538,              0.0066538,              0.0066538
                    172,                 1.2162,                   1.13,                 1.0973,                0.52735,                0.42064,                0.42574,                0.26533,                 1.4254,                 1.6637,                  1.283,               0.006634,               0.006634,               0.006634
                    173,                 1.2249,                 1.1335,                  1.099,                0.52665,                0.42064,                0.42544,                0.26534,                 1.4241,                 1.6638,                 1.2821,              0.0066142,              0.0066142,              0.0066142
                    174,                 1.2219,                 1.1314,                 1.0969,                0.52817,                0.42164,                0.42559,                0.26504,                 1.4226,                 1.6615,                 1.2806,              0.0065944,              0.0065944,              0.0065944
                    175,                  1.211,                 1.1191,                 1.0942,                  0.524,                0.42343,                0.42623,                0.26516,                 1.4202,                 1.6587,                 1.2796,              0.0065746,              0.0065746,              0.0065746
                    176,                 1.2127,                 1.1247,                 1.0968,                 0.5259,                0.42424,                0.42666,                0.26581,                 1.4214,                  1.656,                 1.2803,              0.0065548,              0.0065548,              0.0065548
                    177,                 1.2111,                 1.1146,                 1.0948,                0.51905,                0.43093,                0.42674,                0.26608,                 1.4218,                 1.6559,                 1.2803,               0.006535,               0.006535,               0.006535
                    178,                 1.2064,                 1.1224,                 1.0972,                0.52092,                0.43034,                0.42707,                0.26604,                 1.4233,                 1.6573,                 1.2813,              0.0065152,              0.0065152,              0.0065152
                    179,                 1.2099,                 1.1145,                 1.0877,                0.52137,                0.43035,                0.42716,                0.26584,                 1.4253,                 1.6604,                 1.2822,              0.0064954,              0.0064954,              0.0064954
                    180,                 1.2064,                 1.1134,                  1.096,                0.51984,                0.43094,                0.42715,                0.26581,                 1.4245,                 1.6601,                 1.2816,              0.0064756,              0.0064756,              0.0064756
                    181,                 1.2065,                 1.1084,                 1.0923,                0.51508,                 0.4355,                0.42682,                0.26601,                 1.4248,                 1.6592,                 1.2818,              0.0064558,              0.0064558,              0.0064558
                    182,                  1.199,                 1.1099,                 1.0917,                0.51265,                 0.4351,                0.42671,                0.26592,                 1.4248,                  1.658,                 1.2817,               0.006436,               0.006436,               0.006436
                    183,                 1.2161,                 1.1144,                  1.094,                0.51518,                0.43432,                0.42714,                0.26635,                 1.4247,                 1.6585,                 1.2824,              0.0064162,              0.0064162,              0.0064162
                    184,                 1.2077,                 1.1036,                 1.0914,                0.51454,                 0.4355,                0.42746,                0.26652,                 1.4261,                 1.6619,                 1.2825,              0.0063964,              0.0063964,              0.0063964
                    185,                 1.1981,                 1.1063,                 1.0852,                0.51458,                0.43493,                0.42754,                 0.2661,                  1.427,                 1.6619,                 1.2833,              0.0063766,              0.0063766,              0.0063766
                    186,                  1.203,                 1.1054,                 1.0936,                0.51897,                 0.4332,                0.42724,                0.26547,                 1.4253,                 1.6621,                  1.282,              0.0063568,              0.0063568,              0.0063568
                    187,                 1.2004,                 1.0986,                 1.0875,                0.52222,                0.43167,                0.42791,                0.26647,                 1.4271,                 1.6635,                 1.2838,               0.006337,               0.006337,               0.006337
                    188,                 1.1984,                 1.0843,                 1.0823,                0.49897,                0.44317,                0.42746,                0.26659,                 1.4283,                 1.6644,                  1.284,              0.0063172,              0.0063172,              0.0063172
                    189,                  1.204,                 1.1027,                 1.0923,                0.50167,                0.44061,                0.42736,                0.26623,                 1.4293,                 1.6674,                 1.2843,              0.0062974,              0.0062974,              0.0062974
                    190,                  1.192,                 1.0756,                 1.0824,                0.50193,                0.44095,                0.42691,                0.26543,                 1.4319,                 1.6698,                 1.2853,              0.0062776,              0.0062776,              0.0062776
                    191,                 1.1991,                 1.0841,                 1.0841,                0.50053,                0.44272,                0.42677,                0.26607,                 1.4354,                  1.675,                 1.2874,              0.0062578,              0.0062578,              0.0062578
                    192,                 1.1871,                 1.0751,                 1.0834,                0.50412,                0.44239,                0.42689,                 0.2657,                 1.4384,                 1.6793,                 1.2896,               0.006238,               0.006238,               0.006238
                    193,                 1.1953,                 1.0832,                 1.0845,                0.50261,                 0.4436,                0.42726,                0.26585,                 1.4385,                 1.6786,                 1.2895,              0.0062182,              0.0062182,              0.0062182
                    194,                 1.1889,                 1.0826,                 1.0819,                0.50173,                0.44425,                0.42719,                0.26546,                 1.4386,                 1.6788,                 1.2892,              0.0061984,              0.0061984,              0.0061984
                    195,                 1.1881,                 1.0735,                 1.0777,                0.50048,                0.44185,                0.42705,                0.26602,                 1.4388,                  1.679,                 1.2893,              0.0061786,              0.0061786,              0.0061786
                    196,                  1.183,                 1.0671,                  1.079,                0.50106,                0.44038,                0.42718,                0.26592,                 1.4369,                  1.675,                 1.2886,              0.0061588,              0.0061588,              0.0061588
                    197,                 1.1785,                  1.067,                 1.0758,                 0.5007,                0.44126,                0.42704,                0.26594,                 1.4348,                 1.6735,                 1.2874,               0.006139,               0.006139,               0.006139
                    198,                 1.1828,                 1.0612,                 1.0807,                0.49883,                0.44201,                0.42786,                0.26662,                 1.4348,                 1.6729,                 1.2874,              0.0061192,              0.0061192,              0.0061192
                    199,                  1.176,                 1.0581,                 1.0786,                0.50536,                0.44244,                0.42781,                0.26705,                  1.436,                 1.6757,                  1.288,              0.0060994,              0.0060994,              0.0060994
                    200,                 1.1797,                 1.0621,                 1.0733,                0.50555,                0.44083,                0.42851,                0.26815,                 1.4348,                 1.6744,                 1.2877,              0.0060796,              0.0060796,              0.0060796
                    201,                 1.1838,                  1.061,                 1.0747,                0.50721,                0.44079,                0.42875,                0.26848,                  1.435,                 1.6735,                 1.2875,              0.0060598,              0.0060598,              0.0060598
                    202,                 1.1772,                 1.0497,                 1.0746,                0.50162,                0.44231,                0.42815,                0.26877,                 1.4366,                 1.6753,                 1.2888,                0.00604,                0.00604,                0.00604
                    203,                 1.1751,                 1.0454,                 1.0691,                0.49526,                0.44217,                0.42841,                0.26839,                 1.4386,                 1.6804,                 1.2899,              0.0060202,              0.0060202,              0.0060202
                    204,                 1.1723,                 1.0393,                   1.07,                0.49795,                0.44162,                0.42892,                0.26871,                 1.4388,                 1.6844,                 1.2896,              0.0060004,              0.0060004,              0.0060004
                    205,                 1.1708,                 1.0396,                 1.0686,                 0.4986,                0.44378,                0.42921,                0.26934,                 1.4385,                 1.6879,                 1.2897,              0.0059806,              0.0059806,              0.0059806
                    206,                 1.1553,                 1.0378,                 1.0669,                0.49986,                0.44283,                0.42974,                0.26901,                 1.4367,                 1.6878,                 1.2884,              0.0059608,              0.0059608,              0.0059608
                    207,                 1.1717,                  1.047,                 1.0706,                0.50406,                 0.4379,                0.42996,                0.26948,                 1.4367,                 1.6894,                 1.2883,               0.005941,               0.005941,               0.005941
                    208,                 1.1603,                 1.0337,                  1.067,                 0.5019,                0.43892,                0.42973,                 0.2697,                 1.4361,                 1.6919,                 1.2881,              0.0059212,              0.0059212,              0.0059212
                    209,                 1.1649,                 1.0316,                 1.0675,                0.50235,                0.43655,                 0.4298,                0.26921,                 1.4373,                 1.6942,                 1.2883,              0.0059014,              0.0059014,              0.0059014
                    210,                  1.173,                 1.0403,                 1.0676,                0.50509,                0.43442,                 0.4298,                0.26916,                 1.4356,                 1.6931,                 1.2868,              0.0058816,              0.0058816,              0.0058816
                    211,                 1.1619,                 1.0219,                 1.0689,                0.50705,                0.43422,                0.42994,                0.26915,                  1.436,                 1.6952,                  1.287,              0.0058618,              0.0058618,              0.0058618
                    212,                 1.1661,                 1.0272,                 1.0672,                0.50678,                0.43402,                0.42962,                 0.2694,                 1.4337,                 1.6944,                 1.2854,               0.005842,               0.005842,               0.005842
                    213,                 1.1552,                  1.021,                 1.0627,                0.50759,                 0.4355,                0.42958,                0.26967,                 1.4332,                 1.6935,                 1.2847,              0.0058222,              0.0058222,              0.0058222
                    214,                 1.1501,                 1.0177,                 1.0654,                0.50768,                0.43644,                0.42916,                0.26969,                 1.4343,                 1.6921,                 1.2851,              0.0058024,              0.0058024,              0.0058024
                    215,                 1.1597,                 1.0241,                 1.0626,                0.50892,                0.43068,                0.42972,                0.26986,                 1.4347,                 1.6931,                 1.2851,              0.0057826,              0.0057826,              0.0057826
                    216,                 1.1491,                 1.0157,                 1.0561,                0.50766,                  0.429,                 0.4294,                0.26957,                 1.4339,                 1.6921,                 1.2847,              0.0057628,              0.0057628,              0.0057628
                    217,                 1.1561,                 1.0196,                 1.0629,                0.50942,                0.42952,                0.42906,                0.26906,                 1.4338,                 1.6925,                 1.2848,               0.005743,               0.005743,               0.005743
                    218,                 1.1487,                 1.0075,                  1.058,                0.50705,                0.43084,                0.42777,                0.26852,                 1.4339,                 1.6932,                 1.2847,              0.0057232,              0.0057232,              0.0057232
                    219,                 1.1594,                 1.0165,                 1.0598,                0.51031,                0.42937,                 0.4279,                0.26827,                 1.4351,                 1.6958,                 1.2853,              0.0057034,              0.0057034,              0.0057034
                    220,                 1.1461,                 1.0048,                 1.0565,                0.50937,                0.43114,                0.42807,                0.26734,                 1.4351,                 1.6936,                 1.2857,              0.0056836,              0.0056836,              0.0056836
                    221,                 1.1506,                 1.0096,                 1.0559,                0.50791,                0.43173,                0.42817,                0.26785,                 1.4344,                  1.692,                 1.2853,              0.0056638,              0.0056638,              0.0056638
                    222,                 1.1523,                 1.0051,                 1.0575,                0.50859,                0.43121,                0.42797,                0.26756,                 1.4357,                 1.6923,                 1.2862,               0.005644,               0.005644,               0.005644
                    223,                 1.1442,                  1.008,                 1.0554,                0.50976,                0.43495,                0.42892,                0.26816,                 1.4343,                 1.6937,                 1.2851,              0.0056242,              0.0056242,              0.0056242
                    224,                 1.1482,                0.99999,                 1.0563,                0.50476,                0.43731,                 0.4297,                0.26882,                 1.4346,                 1.6936,                  1.285,              0.0056044,              0.0056044,              0.0056044
                    225,                 1.1306,                0.98855,                 1.0536,                0.50248,                0.43768,                0.42858,                0.26868,                 1.4342,                 1.6966,                 1.2849,              0.0055846,              0.0055846,              0.0055846
                    226,                 1.1391,                0.99383,                 1.0511,                0.50349,                0.43555,                0.42665,                  0.269,                 1.4339,                 1.6978,                 1.2844,              0.0055648,              0.0055648,              0.0055648
                    227,                  1.153,                 1.0027,                 1.0548,                0.50507,                0.43657,                0.42859,                 0.2687,                 1.4332,                 1.6967,                  1.284,               0.005545,               0.005545,               0.005545
                    228,                 1.1433,                0.99189,                 1.0528,                 0.5056,                0.43814,                0.42754,                0.26872,                 1.4331,                  1.696,                 1.2836,              0.0055252,              0.0055252,              0.0055252
                    229,                 1.1408,                0.98666,                 1.0498,                0.50587,                0.43771,                0.42782,                0.26827,                 1.4342,                 1.6979,                 1.2849,              0.0055054,              0.0055054,              0.0055054
                    230,                 1.1415,                0.98949,                 1.0503,                0.50554,                0.43732,                0.42807,                0.26843,                 1.4333,                 1.6964,                  1.285,              0.0054856,              0.0054856,              0.0054856
                    231,                 1.1391,                0.97964,                 1.0452,                0.50482,                0.43861,                0.42876,                0.26916,                 1.4325,                 1.6993,                 1.2838,              0.0054658,              0.0054658,              0.0054658
                    232,                 1.1377,                0.97938,                 1.0447,                0.50499,                0.43979,                0.42885,                0.26958,                 1.4304,                 1.6975,                 1.2816,               0.005446,               0.005446,               0.005446
                    233,                 1.1292,                0.97701,                 1.0503,                0.50162,                0.44101,                0.42851,                 0.2694,                 1.4316,                 1.7001,                 1.2821,              0.0054262,              0.0054262,              0.0054262
                    234,                 1.1386,                0.97526,                  1.048,                0.50079,                 0.4413,                0.42845,                0.26863,                 1.4323,                    1.7,                 1.2828,              0.0054064,              0.0054064,              0.0054064
                    235,                 1.1305,                0.97773,                 1.0485,                0.50365,                0.43792,                0.42819,                0.26875,                 1.4325,                 1.7021,                  1.283,              0.0053866,              0.0053866,              0.0053866
                    236,                 1.1251,                0.96984,                 1.0459,                0.49766,                0.43851,                0.42775,                0.26848,                 1.4339,                 1.7055,                 1.2831,              0.0053668,              0.0053668,              0.0053668
                    237,                 1.1197,                0.96517,                 1.0463,                0.49856,                0.44376,                0.42936,                0.26868,                 1.4339,                 1.7054,                 1.2833,               0.005347,               0.005347,               0.005347
                    238,                 1.1311,                0.96812,                 1.0475,                0.49793,                0.44247,                0.42901,                0.26868,                 1.4332,                 1.7058,                 1.2824,              0.0053272,              0.0053272,              0.0053272
                    239,                 1.1235,                  0.968,                 1.0419,                0.50335,                0.43733,                0.42824,                 0.2685,                  1.435,                 1.7101,                 1.2838,              0.0053074,              0.0053074,              0.0053074
                    240,                 1.1292,                0.96495,                 1.0444,                0.50057,                0.43644,                0.42795,                0.26835,                  1.435,                  1.712,                 1.2838,              0.0052876,              0.0052876,              0.0052876
                    241,                 1.1171,                0.95684,                 1.0404,                0.49943,                0.43483,                0.42745,                0.26812,                 1.4365,                 1.7151,                 1.2842,              0.0052678,              0.0052678,              0.0052678
                    242,                 1.1155,                0.95534,                  1.039,                0.50181,                0.43441,                0.42765,                0.26861,                 1.4376,                 1.7188,                 1.2851,               0.005248,               0.005248,               0.005248
                    243,                 1.1163,                0.95651,                 1.0396,                0.50505,                0.43543,                0.42667,                0.26837,                 1.4366,                 1.7206,                 1.2844,              0.0052282,              0.0052282,              0.0052282
                    244,                 1.1117,                0.94712,                 1.0392,                0.49985,                0.43736,                 0.4264,                0.26833,                 1.4367,                 1.7241,                 1.2841,              0.0052084,              0.0052084,              0.0052084
                    245,                 1.1128,                0.94935,                 1.0357,                0.50311,                0.43474,                0.42425,                0.26806,                 1.4385,                 1.7278,                 1.2849,              0.0051886,              0.0051886,              0.0051886
                    246,                 1.1063,                0.94416,                 1.0389,                0.50141,                0.43454,                0.42437,                0.26772,                 1.4371,                 1.7295,                 1.2848,              0.0051688,              0.0051688,              0.0051688
                    247,                 1.1066,                0.94245,                 1.0379,                0.50743,                0.43045,                0.42404,                0.26737,                 1.4374,                 1.7332,                  1.285,               0.005149,               0.005149,               0.005149
                    248,                 1.1094,                0.94469,                 1.0372,                 0.5089,                0.42884,                0.42319,                0.26722,                 1.4385,                 1.7343,                 1.2854,              0.0051292,              0.0051292,              0.0051292
                    249,                 1.1132,                0.94972,                 1.0371,                0.50882,                0.42533,                 0.4229,                0.26779,                 1.4398,                 1.7382,                 1.2866,              0.0051094,              0.0051094,              0.0051094
                    250,                 1.1139,                0.94304,                 1.0372,                0.50447,                0.42802,                0.42283,                0.26716,                 1.4397,                 1.7396,                 1.2863,              0.0050896,              0.0050896,              0.0050896
                    251,                 1.1065,                0.94098,                 1.0348,                0.50502,                0.42734,                0.42242,                0.26666,                 1.4413,                 1.7428,                 1.2874,              0.0050698,              0.0050698,              0.0050698
                    252,                  1.107,                0.93966,                 1.0343,                0.50307,                 0.4274,                0.42341,                0.26684,                 1.4421,                 1.7433,                 1.2879,                0.00505,                0.00505,                0.00505
                    253,                 1.1057,                0.93147,                 1.0353,                0.50356,                0.42605,                 0.4232,                0.26671,                  1.441,                 1.7426,                 1.2871,              0.0050302,              0.0050302,              0.0050302
                    254,                 1.1022,                0.92809,                 1.0349,                0.50348,                0.42605,                0.42336,                0.26675,                 1.4417,                 1.7431,                 1.2868,              0.0050104,              0.0050104,              0.0050104
                    255,                 1.0941,                0.92794,                 1.0302,                0.51277,                0.42663,                0.42521,                0.26676,                 1.4415,                 1.7456,                 1.2853,              0.0049906,              0.0049906,              0.0049906
                    256,                 1.1045,                0.93608,                 1.0332,                0.51389,                0.42663,                0.42584,                0.26725,                 1.4418,                 1.7425,                 1.2851,              0.0049708,              0.0049708,              0.0049708
                    257,                 1.1046,                0.93185,                 1.0316,                0.51589,                0.42633,                0.42626,                0.26763,                 1.4407,                 1.7437,                  1.284,               0.004951,               0.004951,               0.004951
                    258,                 1.0967,                0.92589,                 1.0321,                0.51348,                0.42692,                0.42582,                0.26782,                 1.4414,                  1.745,                 1.2842,              0.0049312,              0.0049312,              0.0049312
                    259,                 1.1047,                0.93166,                 1.0323,                0.51308,                0.42488,                0.42616,                0.26822,                 1.4408,                 1.7457,                 1.2838,              0.0049114,              0.0049114,              0.0049114
                    260,                 1.0925,                0.91633,                 1.0274,                0.51001,                0.42866,                0.42715,                0.26785,                 1.4407,                 1.7464,                 1.2838,              0.0048916,              0.0048916,              0.0048916
                    261,                 1.1005,                 0.9239,                 1.0298,                0.50562,                0.42914,                0.42726,                0.26721,                 1.4426,                 1.7497,                 1.2845,              0.0048718,              0.0048718,              0.0048718
                    262,                 1.0906,                0.91824,                 1.0255,                0.50992,                0.42973,                0.42746,                0.26717,                 1.4428,                  1.751,                 1.2843,               0.004852,               0.004852,               0.004852
                    263,                  1.089,                0.92008,                 1.0292,                0.50968,                0.42961,                 0.4284,                0.26717,                 1.4442,                 1.7525,                 1.2844,              0.0048322,              0.0048322,              0.0048322
                    264,                  1.092,                0.91816,                 1.0284,                0.51143,                0.42943,                 0.4286,                0.26721,                  1.445,                  1.754,                 1.2848,              0.0048124,              0.0048124,              0.0048124
                    265,                 1.0912,                0.92035,                 1.0281,                0.51541,                0.42952,                0.42845,                0.26671,                 1.4445,                 1.7529,                 1.2844,              0.0047926,              0.0047926,              0.0047926
